用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
这才是英国,1,73,269,2055,1,0,73,269,2055,73,269,2055,0,0,0
微型计算机官方微博,1,76,812,2315,1,0,76,812,2315,76,812,2315,0,0,0
岳屾山,1,38,226,1308,0,1,38,226,1308,0,0,0,38,226,1308
花花好巧,1,12,2,118,1,0,12,2,118,12,2,118,0,0,0
转转APP,1,22,35,1052,1,0,22,35,1052,22,35,1052,0,0,0
有趣青年的修养,1,41,54,51,0,1,41,54,51,0,0,0,41,54,51
HE王威RO,1,4,331,2048,1,0,4,331,2048,4,331,2048,0,0,0
老张评论,1,701,347,1950,1,0,701,347,1950,701,347,1950,0,0,0
了不起的中国制造,1,30,60,1585,1,0,30,60,1585,30,60,1585,0,0,0
张小厚Terry,1,37,184,740,1,0,37,184,740,37,184,740,0,0,0
极品扒姐,1,92,913,1508,1,0,92,913,1508,92,913,1508,0,0,0
风的节奏吹,1,109,299,1007,1,0,109,299,1007,109,299,1007,0,0,0
六扇门之手,1,140,787,4506,0,1,140,787,4506,0,0,0,140,787,4506
Fashion-Coolest,1,969,1064,2609,1,0,969,1064,2609,969,1064,2609,0,0,0
张很饿,1,4098,371,1402,1,0,4098,371,1402,4098,371,1402,0,0,0
常飞飞-飞飞,1,505,1179,10385,1,0,505,1179,10385,505,1179,10385,0,0,0
长岛第一太妃糖_kaokao,1,165,92,446,1,0,165,92,446,165,92,446,0,0,0
FashionPunch,1,1076,1281,2015,1,0,1076,1281,2015,1076,1281,2015,0,0,0
专业戳轮胎熊律师,1,100,491,3077,1,0,100,491,3077,100,491,3077,0,0,0
明星娱乐头条,1,84,161,785,1,0,84,161,785,84,161,785,0,0,0
大碗姐,1,118,5,142,1,0,118,5,142,118,5,142,0,0,0
GIF酱酱,1,360,932,4915,0,1,360,932,4915,0,0,0,360,932,4915
_就是一个用户,1,223,171,638,0,1,223,171,638,0,0,0,223,171,638
运营商NEWS,1,790,360,3836,0,1,790,360,3836,0,0,0,790,360,3836
电影贩,1,1232,393,1960,1,0,1232,393,1960,1232,393,1960,0,0,0
易烊千玺新粉驻地,1,57,22,182,1,0,57,22,182,57,22,182,0,0,0
cm冲鸭,1,12,198,1854,0,1,12,198,1854,0,0,0,12,198,1854
协和尹佳,1,11,11,123,1,0,11,11,123,11,11,123,0,0,0
有故事的皮同学,1,255,249,2244,1,0,255,249,2244,255,249,2244,0,0,0
Fashiontalker,1,382,426,2789,1,0,382,426,2789,382,426,2789,0,0,0
芒果捞小白,1,414,493,1521,1,0,414,493,1521,414,493,1521,0,0,0
小许小许芳心暗许-,1,71,529,172,1,0,71,529,172,71,529,172,0,0,0
萝卜糖桃桃的抖森喵,1,229,107,102,1,0,229,107,102,229,107,102,0,0,0
颜土豆avi,1,809,341,455,1,0,809,341,455,809,341,455,0,0,0
刘码露,1,63,137,451,1,0,63,137,451,63,137,451,0,0,0
溯暮,1,160,676,75,0,1,160,676,75,0,0,0,160,676,75
书勇官方微博,1,1701,463,170,1,0,1701,463,170,1701,463,170,0,0,0
春生工作室,1,11,28,163,1,0,11,28,163,11,28,163,0,0,0
壁花小姐在厨房健身,1,280,456,484,1,0,280,456,484,280,456,484,0,0,0
Cars-Power,1,14,33,7647,1,0,14,33,7647,14,33,7647,0,0,0
互联网八爷,1,22,218,794,0,1,22,218,794,0,0,0,22,218,794
世间几人白凤九,1,1386,297,1608,1,0,1386,297,1608,1386,297,1608,0,0,0
广州天气,1,1002,598,213,1,0,1002,598,213,1002,598,213,0,0,0
秦时明月官方微博,1,40,339,1374,1,0,40,339,1374,40,339,1374,0,0,0
姚舜不二,1,6,133,592,1,0,6,133,592,6,133,592,0,0,0
霞光韵蔚然,1,84,68,379,1,0,84,68,379,84,68,379,0,0,0
科氪Krtech,1,73,169,311,1,0,73,169,311,73,169,311,0,0,0
容操燕,1,134,118,1739,1,0,134,118,1739,134,118,1739,0,0,0
陇南西和司法,1,512,43,745,1,0,512,43,745,512,43,745,0,0,0
爱卡汽车,1,28,11,55,1,0,28,11,55,28,11,55,0,0,0
不开心治愈所,1,165,86,844,1,0,165,86,844,165,86,844,0,0,0
熊猫守护者,1,1768,1481,4999,1,0,1768,1481,4999,1768,1481,4999,0,0,0
巴曙松,1,55,8,35,1,0,55,8,35,55,8,35,0,0,0
马伯庸,1,28,108,721,1,0,28,108,721,28,108,721,0,0,0
伊丽莎白骨精啊,1,197,403,954,1,0,197,403,954,197,403,954,0,0,0
于赓哲,1,51,10,47,1,0,51,10,47,51,10,47,0,0,0
梅婷,1,143,627,7654,0,1,143,627,7654,0,0,0,143,627,7654
小精豆子,1,18224,4177,4475,0,1,18224,4177,4475,0,0,0,18224,4177,4475
5ugarbaby,1,137,13,92,0,1,137,13,92,0,0,0,137,13,92
恩小恩和爱小爱,1,6,202,731,0,1,6,202,731,0,0,0,6,202,731
手机晶片达人,1,48,147,1246,1,0,48,147,1246,48,147,1246,0,0,0
科技智羽,1,44,525,2607,1,0,44,525,2607,44,525,2607,0,0,0
特别想盘撕家,1,11,91,255,0,1,11,91,255,0,0,0,11,91,255
私人音乐厅,1,272,252,615,1,0,272,252,615,272,252,615,0,0,0
当当读书汇,1,213,56,47,1,0,213,56,47,213,56,47,0,0,0
林梢微月,1,250,28,212,1,0,250,28,212,250,28,212,0,0,0
临沂大小事,1,193,895,4636,1,0,193,895,4636,193,895,4636,0,0,0
XP-何小鹏,1,342,423,1468,1,0,342,423,1468,342,423,1468,0,0,0
任泽平,1,74,514,2264,1,0,74,514,2264,74,514,2264,0,0,0
贾若蒙,1,1417,1548,4835,1,0,1417,1548,4835,1417,1548,4835,0,0,0
我的阿油,1,1541,12878,17138,1,0,1541,12878,17138,1541,12878,17138,0,0,0
小爪哇呀,1,203,110,499,1,0,203,110,499,203,110,499,0,0,0
最佳蹲坑读物,1,423,649,1195,1,0,423,649,1195,423,649,1195,0,0,0
写不出稿苏见祈,1,1289,421,4483,0,1,1289,421,4483,0,0,0,1289,421,4483
蒙小蒙Jenny,1,376,562,3887,1,0,376,562,3887,376,562,3887,0,0,0
Daniel吴涛,1,1004,401,387,1,0,1004,401,387,1004,401,387,0,0,0
唐梓豪boy,1,5312,3425,11373,1,0,5312,3425,11373,5312,3425,11373,0,0,0
罗天辰TK,1,1704,2860,5098,1,0,1704,2860,5098,1704,2860,5098,0,0,0
墨者柒柒,1,46,285,699,0,1,46,285,699,0,0,0,46,285,699
量子位,1,421,39,397,0,1,421,39,397,0,0,0,421,39,397
宇宙限量甜,1,222,43,1533,1,0,222,43,1533,222,43,1533,0,0,0
gjfelicia,1,203,129,696,0,1,203,129,696,0,0,0,203,129,696
刘春,1,43,290,850,1,0,43,290,850,43,290,850,0,0,0
Ms不落山,1,29,656,886,1,0,29,656,886,29,656,886,0,0,0
鸡毛蒜皮,1,282,166,1220,0,1,282,166,1220,0,0,0,282,166,1220
映暮帆迟_,1,14,115,286,1,0,14,115,286,14,115,286,0,0,0
马玉兰还在害人,1,72,1009,5924,0,1,72,1009,5924,0,0,0,72,1009,5924
LALA二世,1,1353,581,3572,1,0,1353,581,3572,1353,581,3572,0,0,0
酚酞_FOM,1,76,20,175,1,0,76,20,175,76,20,175,0,0,0
全是全景,1,104,367,374,1,0,104,367,374,104,367,374,0,0,0
小笼包要加很多醋,1,172,26,125,1,0,172,26,125,172,26,125,0,0,0
我朋友是个奇葩,1,196,411,988,0,1,196,411,988,0,0,0,196,411,988
胡图图ss,1,85,155,208,1,0,85,155,208,85,155,208,0,0,0
赵皓阳-Moonfans,1,27,112,472,0,1,27,112,472,0,0,0,27,112,472
天猫,1,3804,1425,1149,1,0,3804,1425,1149,3804,1425,1149,0,0,0
轩妈蛋黄酥,1,1028,1259,410,1,0,1028,1259,410,1028,1259,410,0,0,0
罗永浩,1,147,424,2480,0,1,147,424,2480,0,0,0,147,424,2480
电影大观察,1,27,18,264,1,0,27,18,264,27,18,264,0,0,0
凤凰王又又,1,141,59,218,1,0,141,59,218,141,59,218,0,0,0
是歪不是歪_,1,23,272,438,0,1,23,272,438,0,0,0,23,272,438
喜乐姑娘进化中,1,27,659,626,0,1,27,659,626,0,0,0,27,659,626
叫我Tina小姐姐,1,517,523,1834,1,0,517,523,1834,517,523,1834,0,0,0
UNINE官博,1,542,1202,26282,1,0,542,1202,26282,542,1202,26282,0,0,0
嗲烊,1,135,21,272,1,0,135,21,272,135,21,272,0,0,0
棚户区男孩,1,143,378,1784,1,0,143,378,1784,143,378,1784,0,0,0
我们直播,1,164,26,4295,1,0,164,26,4295,164,26,4295,0,0,0
投资伯乐,1,227,595,4639,0,1,227,595,4639,0,0,0,227,595,4639
德牧小公主的PaPa,1,7,610,2054,0,1,7,610,2054,0,0,0,7,610,2054
星座师渡舟,1,448,310,1688,1,0,448,310,1688,448,310,1688,0,0,0
微博借钱,1,70,75,893,1,0,70,75,893,70,75,893,0,0,0
蕨代霜蛟,1,194,163,259,0,1,194,163,259,0,0,0,194,163,259
谢怀良,1,196,610,5184,1,0,196,610,5184,196,610,5184,0,0,0
薛赫赫赫赫,1,975,1469,11253,1,0,975,1469,11253,975,1469,11253,0,0,0
饭团小夫妻,1,29,557,1148,0,1,29,557,1148,0,0,0,29,557,1148
iBingo,1,63,72,2703,1,0,63,72,2703,63,72,2703,0,0,0
微澜Mag,1,360,796,2926,1,0,360,796,2926,360,796,2926,0,0,0
闷儿闷儿blog,1,150,58,194,1,0,150,58,194,150,58,194,0,0,0
毒舌扒婆,1,1231,1534,2286,1,0,1231,1534,2286,1231,1534,2286,0,0,0
手机中国联盟官博,1,246,1585,11967,1,0,246,1585,11967,246,1585,11967,0,0,0
管理界刘春华,1,206,216,256,0,1,206,216,256,0,0,0,206,216,256
帅soserious,1,1618,1860,2724,1,0,1618,1860,2724,1618,1860,2724,0,0,0
Ruiren蕤人,1,158,367,2156,1,0,158,367,2156,158,367,2156,0,0,0
食之契约,1,36,196,372,1,0,36,196,372,36,196,372,0,0,0
神店通缉令,1,612,564,1524,1,0,612,564,1524,612,564,1524,0,0,0
小E搞机,1,64,646,966,1,0,64,646,966,64,646,966,0,0,0
油菜Hui,1,92,1318,5943,0,1,92,1318,5943,0,0,0,92,1318,5943
一串烤全羊,1,35,7689,1664,1,0,35,7689,1664,35,7689,1664,0,0,0
大概是井越,1,5650,4023,12515,1,0,5650,4023,12515,5650,4023,12515,0,0,0
昔言求是,1,887,647,3972,1,0,887,647,3972,887,647,3972,0,0,0
名侦探拳头,1,1020,581,1251,1,0,1020,581,1251,1020,581,1251,0,0,0
PP视频,1,1658,226,991,1,0,1658,226,991,1658,226,991,0,0,0
红书,1,33,382,499,0,1,33,382,499,0,0,0,33,382,499
十井源子,1,1889,10245,5972,1,0,1889,10245,5972,1889,10245,5972,0,0,0
影视扒皮,1,1340,1686,3657,1,0,1340,1686,3657,1340,1686,3657,0,0,0
金九粒,1,9,209,1416,1,0,9,209,1416,9,209,1416,0,0,0
衍生品,1,118,244,2746,0,1,118,244,2746,0,0,0,118,244,2746
易家小甜甜,1,139,33,1000,0,1,139,33,1000,0,0,0,139,33,1000
雷火电竞,1,742,869,377,1,0,742,869,377,742,869,377,0,0,0
吴阳,1,193,777,4269,0,1,193,777,4269,0,0,0,193,777,4269
深度影视圈,1,1120,1469,2198,1,0,1120,1469,2198,1120,1469,2198,0,0,0
长靖是吾之路,1,279,408,711,1,0,279,408,711,279,408,711,0,0,0
周子琳Zilin,1,40,213,938,1,0,40,213,938,40,213,938,0,0,0
落日海盗,1,162,21,252,0,1,162,21,252,0,0,0,162,21,252
桃之姚姚yc,1,10,207,457,1,0,10,207,457,10,207,457,0,0,0
天猫发言人,1,594,642,17195,1,0,594,642,17195,594,642,17195,0,0,0
数码飞越,1,6,65,4460,1,0,6,65,4460,6,65,4460,0,0,0
种草安利鹅,1,495,806,1208,1,0,495,806,1208,495,806,1208,0,0,0
Hermann中国零售微博,1,34,12,39,1,0,34,12,39,34,12,39,0,0,0
六六和戚戚,1,327,338,1201,1,0,327,338,1201,327,338,1201,0,0,0
若鱼连线,1,127,281,1387,1,0,127,281,1387,127,281,1387,0,0,0
笙畅,1,121,169,1041,0,1,121,169,1041,0,0,0,121,169,1041
通信监理,1,9,279,843,0,1,9,279,843,0,0,0,9,279,843
逍遥图腾,1,52,593,1757,1,0,52,593,1757,52,593,1757,0,0,0
剧探王,1,545,607,1119,1,0,545,607,1119,545,607,1119,0,0,0
王少女YOKI,1,8,148,661,1,0,8,148,661,8,148,661,0,0,0
伊莲137,1,156,385,1077,1,0,156,385,1077,156,385,1077,0,0,0
叫我小仙女女女,1,11,102,318,1,0,11,102,318,11,102,318,0,0,0
娱乐名探,1,1331,1678,2744,1,0,1331,1678,2744,1331,1678,2744,0,0,0
Emma是朵可爱花,1,58,153,370,1,0,58,153,370,58,153,370,0,0,0
David叶音_WiiiiK,1,153,185,1075,1,0,153,185,1075,153,185,1075,0,0,0
亮亮999,1,221,231,348,1,0,221,231,348,221,231,348,0,0,0
科技的那些事,1,47,190,1057,0,1,47,190,1057,0,0,0,47,190,1057
浙江大学,1,15,17,294,1,0,15,17,294,15,17,294,0,0,0
不是毒奶色我是专业解说黄旭东,1,39,202,2695,0,1,39,202,2695,0,0,0,39,202,2695
太皇太后您有喜啦,1,235,316,739,1,0,235,316,739,235,316,739,0,0,0
斯坦福桥科技Frank大叔,1,150,95,150,1,0,150,95,150,150,95,150,0,0,0
弥秋君,1,126,599,4318,1,0,126,599,4318,126,599,4318,0,0,0
雾都九九,1,1028,2537,485,1,0,1028,2537,485,1028,2537,485,0,0,0
百姓视野,1,1532,196,1874,1,0,1532,196,1874,1532,196,1874,0,0,0
苑子豪,1,2177,4426,16072,1,0,2177,4426,16072,2177,4426,16072,0,0,0
畔鸣,1,152,151,809,1,0,152,151,809,152,151,809,0,0,0
北京人捍卫北京城,1,28,111,3457,1,0,28,111,3457,28,111,3457,0,0,0
遇见逆水寒,1,50,217,1032,1,0,50,217,1032,50,217,1032,0,0,0
污力小笙,1,192,14,173,1,0,192,14,173,192,14,173,0,0,0
安暖玺乐,1,175,59,991,1,0,175,59,991,175,59,991,0,0,0
影视剧未央,1,59,229,405,0,1,59,229,405,0,0,0,59,229,405
追星阿姨李纳尼,1,692,532,2645,1,0,692,532,2645,692,532,2645,0,0,0
沸娱,1,405,370,1754,1,0,405,370,1754,405,370,1754,0,0,0
周国平,1,486,17,183,1,0,486,17,183,486,17,183,0,0,0
机锋网,1,20,68,9051,1,0,20,68,9051,20,68,9051,0,0,0
对象,1,872,1536,2644,0,1,872,1536,2644,0,0,0,872,1536,2644
明月36570626,1,29,395,245,1,0,29,395,245,29,395,245,0,0,0
最拉风的视频,1,262,31,257,1,0,262,31,257,262,31,257,0,0,0
汐音社,1,239,257,783,1,0,239,257,783,239,257,783,0,0,0
军哥来宠你,1,14,33,2870,0,1,14,33,2870,0,0,0,14,33,2870
娱乐噼啪点,1,356,15,328,1,0,356,15,328,356,15,328,0,0,0
Embosom1128,1,1155,204,1999,0,1,1155,204,1999,0,0,0,1155,204,1999
网红物语,1,800,1756,67368,0,1,800,1756,67368,0,0,0,800,1756,67368
娱乐追击令,1,300,326,19401,0,1,300,326,19401,0,0,0,300,326,19401
格隆,1,262,13,256,0,1,262,13,256,0,0,0,262,13,256
易个猫,1,386,256,1983,0,1,386,256,1983,0,0,0,386,256,1983
中国历史研究院,1,89,100,907,1,0,89,100,907,89,100,907,0,0,0
与壐,1,288,54,359,1,0,288,54,359,288,54,359,0,0,0
Flouxetine-,1,53,59,405,0,1,53,59,405,0,0,0,53,59,405
饭圈安利鹅,1,449,483,740,1,0,449,483,740,449,483,740,0,0,0
饭圈壹姐,1,1340,1305,1853,1,0,1340,1305,1853,1340,1305,1853,0,0,0
滕雨佳Amiu,1,27,746,1059,1,0,27,746,1059,27,746,1059,0,0,0
易少爷助攻部队,1,202,67,367,1,0,202,67,367,202,67,367,0,0,0
ECHO骑着小毛驴去拉萨,1,82,16,361,1,0,82,16,361,82,16,361,0,0,0
经理人杂志,1,48,431,1654,0,1,48,431,1654,0,0,0,48,431,1654
零筹码在线玩家,1,382,98,1611,1,0,382,98,1611,382,98,1611,0,0,0
茶学研究员,1,76,42,337,1,0,76,42,337,76,42,337,0,0,0
八卦壹姐,1,1331,1216,1519,1,0,1331,1216,1519,1331,1216,1519,0,0,0
网乐欢笑,1,73,74,359,0,1,73,74,359,0,0,0,73,74,359
八组天真妹,1,682,748,2020,1,0,682,748,2020,682,748,2020,0,0,0
李方妮,1,16,160,315,1,0,16,160,315,16,160,315,0,0,0
overwater,1,1468,1709,1782,1,0,1468,1709,1782,1468,1709,1782,0,0,0
圈学长,1,1111,1224,2134,1,0,1111,1224,2134,1111,1224,2134,0,0,0
新京报经济新闻,1,122,3282,10572,1,0,122,3282,10572,122,3282,10572,0,0,0
影视热评,1,1574,1227,2781,1,0,1574,1227,2781,1574,1227,2781,0,0,0
搞机大师兄,1,144,1427,4277,1,0,144,1427,4277,144,1427,4277,0,0,0
旻空_,1,14,59,189,1,0,14,59,189,14,59,189,0,0,0
影视热搜令,1,337,162,636,1,0,337,162,636,337,162,636,0,0,0
环球黑卡,1,4969,351,133,1,0,4969,351,133,4969,351,133,0,0,0
黑科技大咖说,1,95,120,418,1,0,95,120,418,95,120,418,0,0,0
爱生活的马克君,1,10782,4199,3468,0,1,10782,4199,3468,0,0,0,10782,4199,3468
今日俄罗斯RT,1,136,120,940,1,0,136,120,940,136,120,940,0,0,0
在夜空中的月亮,1,5,393,1803,1,0,5,393,1803,5,393,1803,0,0,0
IM无敌小豌豆,1,484,1429,4357,1,0,484,1429,4357,484,1429,4357,0,0,0
柯瑞子乒乓,1,23,5,100,1,0,23,5,100,23,5,100,0,0,0
抵山河万色·,1,71,393,42,1,0,71,393,42,71,393,42,0,0,0
春天的两只虫·,1,91,208,41,0,1,91,208,41,0,0,0,91,208,41
凰家评测,1,50,179,414,1,0,50,179,414,50,179,414,0,0,0
布朗熊丢了_,1,54,239,25,1,0,54,239,25,54,239,25,0,0,0
i冰宇宙,1,62,137,915,0,1,62,137,915,0,0,0,62,137,915
尼脑子瓦特啦,1,2287,2890,6226,1,0,2287,2890,6226,2287,2890,6226,0,0,0
易烊千玺de小红鞋,1,5990,1262,10075,0,1,5990,1262,10075,0,0,0,5990,1262,10075
金利来男装Goldlion,1,5228,5093,3372,1,0,5228,5093,3372,5228,5093,3372,0,0,0
上海欢乐谷,1,4998,3506,1675,1,0,4998,3506,1675,4998,3506,1675,0,0,0
_Hanser_,1,88,303,4286,0,1,88,303,4286,0,0,0,88,303,4286
德意电器,1,5300,5302,2906,1,0,5300,5302,2906,5300,5302,2906,0,0,0
飞鹤,1,4371,4464,2196,1,0,4371,4464,2196,4371,4464,2196,0,0,0
唱吧,1,3414,2536,2177,1,0,3414,2536,2177,3414,2536,2177,0,0,0
微博股票组合,1,1571,1766,9079,0,1,1571,1766,9079,0,0,0,1571,1766,9079
雷军,1,118,742,4050,1,0,118,742,4050,118,742,4050,0,0,0
Shmily琳_,1,172,167,139,0,1,172,167,139,0,0,0,172,167,139
许亿秒,1,308,453,1683,0,1,308,453,1683,0,0,0,308,453,1683
辽宁中公教育,1,58,0,58,1,0,58,0,58,58,0,58,0,0,0
王一梗,1,6,61,727,0,1,6,61,727,0,0,0,6,61,727
汪大王,1,759,135,986,1,0,759,135,986,759,135,986,0,0,0
搞机的风采,1,161,790,4036,0,1,161,790,4036,0,0,0,161,790,4036
方再言,1,102,471,1093,0,1,102,471,1093,0,0,0,102,471,1093
菊厂北非曾梦,1,228,275,1758,0,1,228,275,1758,0,0,0,228,275,1758
搭上ACE的顺风车k,1,463,95,411,0,1,463,95,411,0,0,0,463,95,411
UnicornLay_张艺兴打榜基地,1,241,316,576,1,0,241,316,576,241,316,576,0,0,0
哆啦逐梦,1,4901,490,4878,0,1,4901,490,4878,0,0,0,4901,490,4878
互联网的一些事,1,102,259,903,0,1,102,259,903,0,0,0,102,259,903
小编的那点事,1,397,2253,15593,0,1,397,2253,15593,0,0,0,397,2253,15593
吴声威wsw,1,237,446,2705,0,1,237,446,2705,0,0,0,237,446,2705
爷最烦装逼的人,1,583,294,783,0,1,583,294,783,0,0,0,583,294,783
兔撕机,1,37,552,3077,0,1,37,552,3077,0,0,0,37,552,3077
罗昌平,1,217,159,977,0,1,217,159,977,0,0,0,217,159,977
唐胖虎,1,21,34,1432,0,1,21,34,1432,0,0,0,21,34,1432
NiceSprite,1,155,124,1409,1,0,155,124,1409,155,124,1409,0,0,0
啃骨头的辣条,1,375,119,180,1,0,375,119,180,375,119,180,0,0,0
律师一姐,1,67,134,818,0,1,67,134,818,0,0,0,67,134,818
意本谢连喜律师,1,1249,2631,8083,0,1,1249,2631,8083,0,0,0,1249,2631,8083
你是有多性感,1,3501,434,3644,1,0,3501,434,3644,3501,434,3644,0,0,0
休城社会闲散人士,1,3380,242,9278,0,1,3380,242,9278,0,0,0,3380,242,9278
兽爷,1,2076,669,8412,1,0,2076,669,8412,2076,669,8412,0,0,0
张铭恩_,1,20830,11360,49677,1,0,20830,11360,49677,20830,11360,49677,0,0,0
Mr小易老板,1,2701,493,3104,1,0,2701,493,3104,2701,493,3104,0,0,0
韩志国,1,504,997,5512,0,1,504,997,5512,0,0,0,504,997,5512
火羊宝的冰淇淋,1,2737,542,2797,1,0,2737,542,2797,2737,542,2797,0,0,0
Xjj_无争,1,155,176,1760,0,1,155,176,1760,0,0,0,155,176,1760
LIMERENCE1128·迷恋,1,11710,2081,10716,1,0,11710,2081,10716,11710,2081,10716,0,0,0
BeWithJackson_易烊千玺陪伴站,1,6374,1352,9552,1,0,6374,1352,9552,6374,1352,9552,0,0,0
龙二Pro,1,4332,846,6156,1,0,4332,846,6156,4332,846,6156,0,0,0
搜狐时尚,1,2359,364,1179,1,0,2359,364,1179,2359,364,1179,0,0,0
易家星火_易烊千玺,1,3225,441,3856,1,0,3225,441,3856,3225,441,3856,0,0,0
Cynosure_易烊千玺图频站,1,3395,530,3238,1,0,3395,530,3238,3395,530,3238,0,0,0
EndlessLove_易烊千玺个站,1,560,51,440,1,0,560,51,440,560,51,440,0,0,0
LIMAR1128,1,3103,461,3583,1,0,3103,461,3583,3103,461,3583,0,0,0
少年意气_4444x,1,4331,847,5845,1,0,4331,847,5845,4331,847,5845,0,0,0
华农兄弟,1,366,1491,16935,1,0,366,1491,16935,366,1491,16935,0,0,0
中央人民广播电台,1,23,119,5360,0,1,23,119,5360,0,0,0,23,119,5360
芋圆吃饱没,1,3924,710,22102,0,1,3924,710,22102,0,0,0,3924,710,22102
香港小兔兔,1,23,1311,7599,0,1,23,1311,7599,0,0,0,23,1311,7599
潘明先生,1,148,903,6312,1,0,148,903,6312,148,903,6312,0,0,0
俊晖JAN,1,370,542,2668,1,0,370,542,2668,370,542,2668,0,0,0
胖子陈越,1,478,225,1964,0,1,478,225,1964,0,0,0,478,225,1964
蒲儿姓蒲,1,19,1081,1707,1,0,19,1081,1707,19,1081,1707,0,0,0
步军统领,1,459,24,343,1,0,459,24,343,459,24,343,0,0,0
_易醉_,1,176,218,1029,1,0,176,218,1029,176,218,1029,0,0,0
cy-青豆,1,31,8,197,0,1,31,8,197,0,0,0,31,8,197
禁止曝光,1,175,246,490,0,1,175,246,490,0,0,0,175,246,490
菇娘映像,1,8,6,200,0,1,8,6,200,0,0,0,8,6,200
笑翻车了,1,170,257,2105,1,0,170,257,2105,170,257,2105,0,0,0
陳明憙jocelyn,1,510,525,1684,1,0,510,525,1684,510,525,1684,0,0,0
Claire小爱,1,3369,5611,8801,1,0,3369,5611,8801,3369,5611,8801,0,0,0
中国人民大学,1,20,26,255,1,0,20,26,255,20,26,255,0,0,0
Ver宸宸,1,8,23,457,1,0,8,23,457,8,23,457,0,0,0
王北车工作室,1,31,155,233,1,0,31,155,233,31,155,233,0,0,0
仙娱,1,620,107,2054,1,0,620,107,2054,620,107,2054,0,0,0
拔草小公举,1,190,374,1086,1,0,190,374,1086,190,374,1086,0,0,0
笑尿蜀黍了,1,68,683,2838,0,1,68,683,2838,0,0,0,68,683,2838
绵羊料理,1,177,724,1620,1,0,177,724,1620,177,724,1620,0,0,0
易烊千玺后援会官博,1,88,88,745,1,0,88,88,745,88,88,745,0,0,0
苏子起解,1,2048,1540,4807,1,0,2048,1540,4807,2048,1540,4807,0,0,0
全球时尚视线,1,461,455,2806,1,0,461,455,2806,461,455,2806,0,0,0
浅浅百川,1,741,90,815,1,0,741,90,815,741,90,815,0,0,0
星娱酱,1,1161,1028,2838,1,0,1161,1028,2838,1161,1028,2838,0,0,0
扒皮匠,1,1285,1142,4168,1,0,1285,1142,4168,1285,1142,4168,0,0,0
Alex绝对是个妞儿,1,487,680,1011,1,0,487,680,1011,487,680,1011,0,0,0
师义龙dragon,1,171,293,2725,1,0,171,293,2725,171,293,2725,0,0,0
老撕鸡,1,345,420,608,0,1,345,420,608,0,0,0,345,420,608
智族GQ,1,1853,1583,1778,1,0,1853,1583,1778,1853,1583,1778,0,0,0
房琪kiki,1,379,414,1725,1,0,379,414,1725,379,414,1725,0,0,0
LOST7_,1,882,448,680,0,1,882,448,680,0,0,0,882,448,680
刘喵喵酱,1,154,984,5963,1,0,154,984,5963,154,984,5963,0,0,0
鹿角千,1,312,163,1957,0,1,312,163,1957,0,0,0,312,163,1957
杨紫网宣投票站,1,237,2101,4845,1,0,237,2101,4845,237,2101,4845,0,0,0
麻子团购,1,13,172,533,0,1,13,172,533,0,0,0,13,172,533
深夜有星,1,132,53,98,1,0,132,53,98,132,53,98,0,0,0
梁征-影像-生活,1,174,161,494,1,0,174,161,494,174,161,494,0,0,0
疫苗与科学,1,109,298,1805,1,0,109,298,1805,109,298,1805,0,0,0
洋葱时尚志,1,43,280,1749,1,0,43,280,1749,43,280,1749,0,0,0
摄影师-happy惚惚,1,92,130,326,1,0,92,130,326,92,130,326,0,0,0
陈康纳_,1,1490,3525,5574,1,0,1490,3525,5574,1490,3525,5574,0,0,0
卢伟冰,1,1172,3522,24728,1,0,1172,3522,24728,1172,3522,24728,0,0,0
搞机小罗,1,415,2657,7151,1,0,415,2657,7151,415,2657,7151,0,0,0
格兰芬多公共休息室,1,19,57,287,1,0,19,57,287,19,57,287,0,0,0
高靓Tina,1,1614,1299,2410,1,0,1614,1299,2410,1614,1299,2410,0,0,0
初晓敏,1,17,399,746,0,1,17,399,746,0,0,0,17,399,746
桃桃淘电影,1,714,221,272,1,0,714,221,272,714,221,272,0,0,0
央证公开课,1,12,14,51,1,0,12,14,51,12,14,51,0,0,0
DR段锐,1,63,196,1615,1,0,63,196,1615,63,196,1615,0,0,0
JumboTsui,1,241,9,57,1,0,241,9,57,241,9,57,0,0,0
我是二十本尊,1,84,112,277,1,0,84,112,277,84,112,277,0,0,0
AllForJay周杰伦个站,1,188,106,684,1,0,188,106,684,188,106,684,0,0,0
易烊千玺河南粉丝团,1,193,118,357,1,0,193,118,357,193,118,357,0,0,0
我的火锅还是自己chi吧,1,4065,439,182,1,0,4065,439,182,4065,439,182,0,0,0
追剧少女韩芳芳,1,1091,751,1963,1,0,1091,751,1963,1091,751,1963,0,0,0
娱乐扒皮,1,424,907,2527,1,0,424,907,2527,424,907,2527,0,0,0
武隆旅游,1,646,421,755,1,0,646,421,755,646,421,755,0,0,0
世面,1,204,95,150,1,0,204,95,150,204,95,150,0,0,0
扒婆爱吐槽,1,135,115,1516,1,0,135,115,1516,135,115,1516,0,0,0
易烫YCC,1,1760,1187,4331,1,0,1760,1187,4331,1760,1187,4331,0,0,0
钱小佳威武霸气帅,1,43,282,1066,1,0,43,282,1066,43,282,1066,0,0,0
