用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
ThomasFarms托马斯食品有限公司,1,4023,5389,1725,1,0,4023.00 ,5389.00 ,1725.00 ,4023,5389,1725,0,0,0
荣耀智慧生活,1,852,869,452,1,0,852.00 ,869.00 ,452.00 ,852,869,452,0,0,0
桃沢绯-,1,6,636,70,1,0,6.00 ,636.00 ,70.00 ,6,636,70,0,0,0
奔六,1,67,16,39,1,0,67.00 ,16.00 ,39.00 ,67,16,39,0,0,0
猎聘APP,1,1249,1063,462,1,0,1249.00 ,1063.00 ,462.00 ,1249,1063,462,0,0,0
散打哥,1,17,884,835,1,0,17.00 ,884.00 ,835.00 ,17,884,835,0,0,0
闫闫_Mystic,1,2719,2899,15439,1,0,2719.00 ,2899.00 ,15439.00 ,2719,2899,15439,0,0,0
六斤叶子,1,24,44,168,1,0,24.00 ,44.00 ,168.00 ,24,44,168,0,0,0
中国女排,1,13,14,211,1,0,13.00 ,14.00 ,211.00 ,13,14,211,0,0,0
柯蓝,1,17,53,474,0,0,17.00 ,53.00 ,474.00 ,0,0,0,0,0,0
重庆龙湖,1,3279,2684,826,1,0,3279.00 ,2684.00 ,826.00 ,3279,2684,826,0,0,0
林志炫全球知音会,1,27,52,173,1,0,27.00 ,52.00 ,173.00 ,27,52,173,0,0,0
blueblue_o_0,1,45,36,136,1,0,45.00 ,36.00 ,136.00 ,45,36,136,0,0,0
今日排球,1,39,10,117,1,0,39.00 ,10.00 ,117.00 ,39,10,117,0,0,0
民呐风信子,1,9,52,81,1,0,9.00 ,52.00 ,81.00 ,9,52,81,0,0,0
西南医科大学药学院,1,70,64,49,1,0,70.00 ,64.00 ,49.00 ,70,64,49,0,0,0
每筑建文,1,248,45,219,0,1,248.00 ,45.00 ,219.00 ,0,0,0,248,45,219
东大夫,1,50,46,140,1,0,50.00 ,46.00 ,140.00 ,50,46,140,0,0,0
麦克叉,1,132,154,67,1,0,132.00 ,154.00 ,67.00 ,132,154,67,0,0,0
选圈苏明成,1,53,58,290,0,0,53.00 ,58.00 ,290.00 ,0,0,0,0,0,0
鲁南制药,1,7212,161,80,1,0,7212.00 ,161.00 ,80.00 ,7212,161,80,0,0,0
doreenlj,1,24,29,52,1,0,24.00 ,29.00 ,52.00 ,24,29,52,0,0,0
海鲤叔,1,109,382,1541,0,1,109.00 ,382.00 ,1541.00 ,0,0,0,109,382,1541
手中掌握,1,83,78,145,1,0,83.00 ,78.00 ,145.00 ,83,78,145,0,0,0
我有一口袋星星,1,27,2097,151,1,0,27.00 ,2097.00 ,151.00 ,27,2097,151,0,0,0
股林女侠,1,12,35,218,1,0,12.00 ,35.00 ,218.00 ,12,35,218,0,0,0
无聊的开箱,1,2144,637,630,0,0,2144.00 ,637.00 ,630.00 ,0,0,0,0,0,0
易烊千玺河北粉丝团,1,513,178,640,1,0,513.00 ,178.00 ,640.00 ,513,178,640,0,0,0
贴吧君,1,102,3317,1369,0,1,102.00 ,3317.00 ,1369.00 ,0,0,0,102,3317,1369
十一楼主,1,238,196,85,0,1,238.00 ,196.00 ,85.00 ,0,0,0,238,196,85
英国足球那点事,1,16,36,82,1,0,16.00 ,36.00 ,82.00 ,16,36,82,0,0,0
N乌托邦帮主无名B,1,29,85,40,0,1,29.00 ,85.00 ,40.00 ,0,0,0,29,85,40
1站视频,1,112,1854,9070,1,0,112.00 ,1854.00 ,9070.00 ,112,1854,9070,0,0,0
腻腻ninitalk的小世界,1,17,188,586,1,0,17.00 ,188.00 ,586.00 ,17,188,586,0,0,0
木子肆意,1,7550,2062,3199,1,0,7550.00 ,2062.00 ,3199.00 ,7550,2062,3199,0,0,0
超能网,1,89,611,757,1,0,89.00 ,611.00 ,757.00 ,89,611,757,0,0,0
老七,1,618,619,932,1,0,618.00 ,619.00 ,932.00 ,618,619,932,0,0,0
机智猫,1,72,655,354,0,1,72.00 ,655.00 ,354.00 ,0,0,0,72,655,354
愚兮兮奈若何,1,4677,733,1701,1,0,4677.00 ,733.00 ,1701.00 ,4677,733,1701,0,0,0
巴顿-29,1,14,101,559,1,0,14.00 ,101.00 ,559.00 ,14,101,559,0,0,0
恋语制作人_,1,25,5,81,1,0,25.00 ,5.00 ,81.00 ,25,5,81,0,0,0
国旅户外,1,31,25,39,1,0,31.00 ,25.00 ,39.00 ,31,25,39,0,0,0
INBing,1,102,195,169,1,0,102.00 ,195.00 ,169.00 ,102,195,169,0,0,0
PhoneK数码,1,180,609,1986,0,1,180.00 ,609.00 ,1986.00 ,0,0,0,180,609,1986
拾柒网络,1,9711,132,140,1,0,9711.00 ,132.00 ,140.00 ,9711,132,140,0,0,0
馒头烧仙草,1,976,238,777,1,0,976.00 ,238.00 ,777.00 ,976,238,777,0,0,0
高翔GAOX_,1,57,377,1398,0,0,57.00 ,377.00 ,1398.00 ,0,0,0,0,0,0
陌生人黛西,1,13,45,90,0,1,13.00 ,45.00 ,90.00 ,0,0,0,13,45,90
夺胜奇兵,1,13,124,25,0,1,13.00 ,124.00 ,25.00 ,0,0,0,13,124,25
乐秀,1,2290,1281,998,1,0,2290.00 ,1281.00 ,998.00 ,2290,1281,998,0,0,0
小崔ysj,1,47,187,505,1,0,47.00 ,187.00 ,505.00 ,47,187,505,0,0,0
胡翼飞,1,378,174,106,0,0,378.00 ,174.00 ,106.00 ,0,0,0,0,0,0
一格,1,62,38,302,1,0,62.00 ,38.00 ,302.00 ,62,38,302,0,0,0
宁思潇潇,1,61,131,352,1,0,61.00 ,131.00 ,352.00 ,61,131,352,0,0,0
龚晓明医生,1,24,52,421,1,0,24.00 ,52.00 ,421.00 ,24,52,421,0,0,0
sjsjsosknns,1,336,137,267,1,0,336.00 ,137.00 ,267.00 ,336,137,267,0,0,0
点金手丰年,1,17,385,284,0,0,17.00 ,385.00 ,284.00 ,0,0,0,0,0,0
中国元,1,37,23,40,1,0,37.00 ,23.00 ,40.00 ,37,23,40,0,0,0
智能产品君,1,82,219,198,1,0,82.00 ,219.00 ,198.00 ,82,219,198,0,0,0
韩玉兔,1,25,35,46,0,1,25.00 ,35.00 ,46.00 ,0,0,0,25,35,46
脑洞小瓷,1,68,47,159,1,0,68.00 ,47.00 ,159.00 ,68,47,159,0,0,0
影视飓风MediaStorm,1,342,569,1092,1,0,342.00 ,569.00 ,1092.00 ,342,569,1092,0,0,0
老公最恨的微博,1,4,152,1249,1,0,4.00 ,152.00 ,1249.00 ,4,152,1249,0,0,0
猫财经,1,467,223,243,0,0,467.00 ,223.00 ,243.00 ,0,0,0,0,0,0
Top-Cars,1,226,163,445,1,0,226.00 ,163.00 ,445.00 ,226,163,445,0,0,0
科技白平衡,1,31,261,613,0,0,31.00 ,261.00 ,613.00 ,0,0,0,0,0,0
国防大学梁芳,1,129,95,234,1,0,129.00 ,95.00 ,234.00 ,129,95,234,0,0,0
riverchan陈溥江,1,20,340,2927,1,0,20.00 ,340.00 ,2927.00 ,20,340,2927,0,0,0
左耳朵耗子,1,84,49,110,0,1,84.00 ,49.00 ,110.00 ,0,0,0,84,49,110
PapaJames,1,144,68,425,1,0,144.00 ,68.00 ,425.00 ,144,68,425,0,0,0
哎呦我就随便看看呗,1,11,208,193,1,0,11.00 ,208.00 ,193.00 ,11,208,193,0,0,0
金哥Kimoon,1,154906,1342,906,1,0,154906.00 ,1342.00 ,906.00 ,154906,1342,906,0,0,0
魔法部-Foxi_Gryffindor,1,464,168,957,1,0,464.00 ,168.00 ,957.00 ,464,168,957,0,0,0
sunniton,1,37,110,893,0,1,37.00 ,110.00 ,893.00 ,0,0,0,37,110,893
搞笑大喇叭,1,62,272,1133,0,1,62.00 ,272.00 ,1133.00 ,0,0,0,62,272,1133
无数次与三庆园擦肩而过的xixi,1,42,74,423,1,0,42.00 ,74.00 ,423.00 ,42,74,423,0,0,0
土味挖掘机,1,137,329,436,1,0,137.00 ,329.00 ,436.00 ,137,329,436,0,0,0
ZEALER-X,1,27,144,412,0,0,27.00 ,144.00 ,412.00 ,0,0,0,0,0,0
金融圈头条,1,185,24,72,1,0,185.00 ,24.00 ,72.00 ,185,24,72,0,0,0
我是殷宜,1,11,97,196,1,0,11.00 ,97.00 ,196.00 ,11,97,196,0,0,0
不吵啊吵吵,1,15,123,173,0,0,15.00 ,123.00 ,173.00 ,0,0,0,0,0,0
海海海海军001,1,70,132,105,0,1,70.00 ,132.00 ,105.00 ,0,0,0,70,132,105
我要戳出梨涡来,1,49,66,371,1,0,49.00 ,66.00 ,371.00 ,49,66,371,0,0,0
熊市猎人,1,96,58,307,1,0,96.00 ,58.00 ,307.00 ,96,58,307,0,0,0
东风永健,1,37,79,602,1,0,37.00 ,79.00 ,602.00 ,37,79,602,0,0,0
NIKY_BTS,1,640,292,569,1,0,640.00 ,292.00 ,569.00 ,640,292,569,0,0,0
小道信息,1,37,1001,741,1,0,37.00 ,1001.00 ,741.00 ,37,1001,741,0,0,0
财房博,1,5,367,316,0,1,5.00 ,367.00 ,316.00 ,0,0,0,5,367,316
搞某人,1,5,118,205,0,1,5.00 ,118.00 ,205.00 ,0,0,0,5,118,205
不再丰腴,1,18,68,97,1,0,18.00 ,68.00 ,97.00 ,18,68,97,0,0,0
马筱强,1,11,22,64,1,0,11.00 ,22.00 ,64.00 ,11,22,64,0,0,0
程栗咸-,1,19926,6901,8955,1,0,19926.00 ,6901.00 ,8955.00 ,19926,6901,8955,0,0,0
李永乐老师,1,1198,427,2267,1,0,1198.00 ,427.00 ,2267.00 ,1198,427,2267,0,0,0
杀马特的彩虹马,1,526,97,863,0,0,526.00 ,97.00 ,863.00 ,0,0,0,0,0,0
吃全世界最甜的瓜,1,37,71,375,1,0,37.00 ,71.00 ,375.00 ,37,71,375,0,0,0
方成说进口车,1,5,135,70,0,1,5.00 ,135.00 ,70.00 ,0,0,0,5,135,70
大漠鱼,1,57,55,58,1,0,57.00 ,55.00 ,58.00 ,57,55,58,0,0,0
小烦鲜森,1,215,429,173,0,1,215.00 ,429.00 ,173.00 ,0,0,0,215,429,173
夢想家陈轶亮,1,5,196,335,0,1,5.00 ,196.00 ,335.00 ,0,0,0,5,196,335
小宝撩机,1,92,1287,4593,1,0,92.00 ,1287.00 ,4593.00 ,92,1287,4593,0,0,0
DJ莫澳欣,1,12,41,135,1,0,12.00 ,41.00 ,135.00 ,12,41,135,0,0,0
绿植领养,1,12901,4346,5409,1,0,12901.00 ,4346.00 ,5409.00 ,12901,4346,5409,0,0,0
天文在线,1,141,173,1003,1,0,141.00 ,173.00 ,1003.00 ,141,173,1003,0,0,0
七色的偽物人形,1,83,224,1467,1,0,83.00 ,224.00 ,1467.00 ,83,224,1467,0,0,0
合肥高楼迷,1,10,51,127,1,0,10.00 ,51.00 ,127.00 ,10,51,127,0,0,0
身体好虎,1,210,759,498,1,0,210.00 ,759.00 ,498.00 ,210,759,498,0,0,0
小栗KomLee,1,5,32,92,0,1,5.00 ,32.00 ,92.00 ,0,0,0,5,32,92
上海当代艺术馆MoCAShanghai,1,597,1041,296,1,0,597.00 ,1041.00 ,296.00 ,597,1041,296,0,0,0
王冰汝,1,39,394,443,0,1,39.00 ,394.00 ,443.00 ,0,0,0,39,394,443
丘寒,1,73,64,265,1,0,73.00 ,64.00 ,265.00 ,73,64,265,0,0,0
我是小糗君,1,512,338,416,0,1,512.00 ,338.00 ,416.00 ,0,0,0,512,338,416
大江之源,1,248,1622,3215,1,0,248.00 ,1622.00 ,3215.00 ,248,1622,3215,0,0,0
招商银行App,1,7920,6837,4007,1,0,7920.00 ,6837.00 ,4007.00 ,7920,6837,4007,0,0,0
锦鲤少女,1,121592,1429,3073,1,0,121592.00 ,1429.00 ,3073.00 ,121592,1429,3073,0,0,0
苏宁内容,1,6069,6422,2406,1,0,6069.00 ,6422.00 ,2406.00 ,6069,6422,2406,0,0,0
D源氏春秋L,1,22,37,185,1,0,22.00 ,37.00 ,185.00 ,22,37,185,0,0,0
麦子,1,199,337,4464,1,0,199.00 ,337.00 ,4464.00 ,199,337,4464,0,0,0
PeroPeroGames,1,509,99,304,1,0,509.00 ,99.00 ,304.00 ,509,99,304,0,0,0
数码视界-鹏霄万里,1,106,88,147,0,0,106.00 ,88.00 ,147.00 ,0,0,0,0,0,0
花总,1,42,105,377,1,0,42.00 ,105.00 ,377.00 ,42,105,377,0,0,0
小蛮蛮小,1,22267,10242,5325,1,0,22267.00 ,10242.00 ,5325.00 ,22267,10242,5325,0,0,0
哲学少女零壹,1,245,627,178,0,1,245.00 ,627.00 ,178.00 ,0,0,0,245,627,178
捌月玖日未央,1,365,181,860,0,1,365.00 ,181.00 ,860.00 ,0,0,0,365,181,860
苗阜,1,24,7,608,1,0,24.00 ,7.00 ,608.00 ,24,7,608,0,0,0
Y科技订阅,1,25,631,398,1,0,25.00 ,631.00 ,398.00 ,25,631,398,0,0,0
小巫酱w,1,5,24,115,0,1,5.00 ,24.00 ,115.00 ,0,0,0,5,24,115
潼Avril,1,15058,11663,7545,1,0,15058.00 ,11663.00 ,7545.00 ,15058,11663,7545,0,0,0
流水画,1,46,63,120,1,0,46.00 ,63.00 ,120.00 ,46,63,120,0,0,0
蜘蛛MX,1,5,15,101,0,1,5.00 ,15.00 ,101.00 ,0,0,0,5,15,101
ally_49,1,140,22,82,1,0,140.00 ,22.00 ,82.00 ,140,22,82,0,0,0
期待每一天都是今天,1,8,30,141,1,0,8.00 ,30.00 ,141.00 ,8,30,141,0,0,0
军旅过客,1,8,100,123,0,1,8.00 ,100.00 ,123.00 ,0,0,0,8,100,123
落樱神斧杰克逊,1,11,31,155,0,1,11.00 ,31.00 ,155.00 ,0,0,0,11,31,155
古力,1,14,43,226,1,0,14.00 ,43.00 ,226.00 ,14,43,226,0,0,0
光哥土鸡蛋,1,19,52,157,0,1,19.00 ,52.00 ,157.00 ,0,0,0,19,52,157
比婳婳婳婳少两个婳,1,14,710,434,1,0,14.00 ,710.00 ,434.00 ,14,710,434,0,0,0
人民海军,1,2606,869,4711,1,0,2606.00 ,869.00 ,4711.00 ,2606,869,4711,0,0,0
嗨-Mr强,1,28,673,705,0,1,28.00 ,673.00 ,705.00 ,0,0,0,28,673,705
理性的白痴,1,7,94,400,0,1,7.00 ,94.00 ,400.00 ,0,0,0,7,94,400
小小老马马,1,8,68,152,0,1,8.00 ,68.00 ,152.00 ,0,0,0,8,68,152
四川手机报,1,349,56,376,1,0,349.00 ,56.00 ,376.00 ,349,56,376,0,0,0
傅蔚冈,1,1054,1003,785,0,1,1054.00 ,1003.00 ,785.00 ,0,0,0,1054,1003,785
高举反男权的大旗前进,1,129,833,1041,0,1,129.00 ,833.00 ,1041.00 ,0,0,0,129,833,1041
米瑞蓉,1,22,20,83,1,0,22.00 ,20.00 ,83.00 ,22,20,83,0,0,0
北京的飞翔鱼,1,662,81,276,0,0,662.00 ,81.00 ,276.00 ,0,0,0,0,0,0
八卦看这里,1,29,122,352,0,1,29.00 ,122.00 ,352.00 ,0,0,0,29,122,352
扁担客大叔,1,35,406,1079,0,1,35.00 ,406.00 ,1079.00 ,0,0,0,35,406,1079
Suki与科技,1,61,481,852,0,1,61.00 ,481.00 ,852.00 ,0,0,0,61,481,852
快乐追星十级学渣,1,211,209,944,0,1,211.00 ,209.00 ,944.00 ,0,0,0,211,209,944
林间车道,1,78,56,168,0,1,78.00 ,56.00 ,168.00 ,0,0,0,78,56,168
黄胜友,1,290,170,52,1,0,290.00 ,170.00 ,52.00 ,290,170,52,0,0,0
网瘾少年的八卦日常,1,1192,1417,1638,1,0,1192.00 ,1417.00 ,1638.00 ,1192,1417,1638,0,0,0
浅笑盈盈中,1,111,114,139,1,0,111.00 ,114.00 ,139.00 ,111,114,139,0,0,0
数码先知道,1,13,49,431,0,1,13.00 ,49.00 ,431.00 ,0,0,0,13,49,431
Gmarket_Global,1,1521,2396,730,1,0,1521.00 ,2396.00 ,730.00 ,1521,2396,730,0,0,0
重回汉唐绿珠儿,1,12,28,79,1,0,12.00 ,28.00 ,79.00 ,12,28,79,0,0,0
董董Mercurio,1,34,13,134,0,1,34.00 ,13.00 ,134.00 ,0,0,0,34,13,134
亚洲长腿天团团长,1,14,14,71,1,0,14.00 ,14.00 ,71.00 ,14,14,71,0,0,0
中国证券报,1,115,0,61,0,0,115.00 ,0.00 ,61.00 ,0,0,0,0,0,0
小烔完的大风车,1,60,53,111,1,0,60.00 ,53.00 ,111.00 ,60,53,111,0,0,0
南宁人不知道的南宁事,1,80,89,405,1,0,80.00 ,89.00 ,405.00 ,80,89,405,0,0,0
李天飞大话西游,1,19,237,792,0,0,19.00 ,237.00 ,792.00 ,0,0,0,0,0,0
Lilys园艺,1,30,676,408,0,1,30.00 ,676.00 ,408.00 ,0,0,0,30,676,408
EncounterPS·ChinaFC,1,19,30,154,1,0,19.00 ,30.00 ,154.00 ,19,30,154,0,0,0
M大王叫我来巡山,1,2339,1810,2005,1,0,2339.00 ,1810.00 ,2005.00 ,2339,1810,2005,0,0,0
北京拆哥,1,140,778,785,0,1,140.00 ,778.00 ,785.00 ,0,0,0,140,778,785
笔吧评测室官博,1,67,227,115,1,0,67.00 ,227.00 ,115.00 ,67,227,115,0,0,0
搞机小盒子,1,163,1430,2975,0,1,163.00 ,1430.00 ,2975.00 ,0,0,0,163,1430,2975
杠子,1,612,418,2795,1,0,612.00 ,418.00 ,2795.00 ,612,418,2795,0,0,0
崔玉贤Cynthia,1,23,152,257,0,0,23.00 ,152.00 ,257.00 ,0,0,0,0,0,0
我是落生,1,1240,274,1011,1,0,1240.00 ,274.00 ,1011.00 ,1240,274,1011,0,0,0
付亮的竞争情报应用,1,253,2120,3240,0,1,253.00 ,2120.00 ,3240.00 ,0,0,0,253,2120,3240
杭州发布,1,34,28,25,1,0,34.00 ,28.00 ,25.00 ,34,28,25,0,0,0
tombkeeper,1,75,129,416,1,0,75.00 ,129.00 ,416.00 ,75,129,416,0,0,0
三文娱-国漫观察,1,80,4,50,1,0,80.00 ,4.00 ,50.00 ,80,4,50,0,0,0
可喵是一只奇怪的橘猫,1,409,316,236,1,0,409.00 ,316.00 ,236.00 ,409,316,236,0,0,0
科技view,1,50,28,86,1,0,50.00 ,28.00 ,86.00 ,50,28,86,0,0,0
朕硕,1,643,556,2339,1,0,643.00 ,556.00 ,2339.00 ,643,556,2339,0,0,0
汤媛媛Mini,1,3609,3403,4843,1,0,3609.00 ,3403.00 ,4843.00 ,3609,3403,4843,0,0,0
红星新闻,1,43,216,123,0,1,43.00 ,216.00 ,123.00 ,0,0,0,43,216,123
微博英国,1,332,1097,5012,1,0,332.00 ,1097.00 ,5012.00 ,332,1097,5012,0,0,0
心上人,1,28367,4505,12556,1,0,28367.00 ,4505.00 ,12556.00 ,28367,4505,12556,0,0,0
吉林大学,1,788,297,208,1,0,788.00 ,297.00 ,208.00 ,788,297,208,0,0,0
一汽奔腾,1,3288,3736,1561,1,0,3288.00 ,3736.00 ,1561.00 ,3288,3736,1561,0,0,0
一汽红旗,1,3079,2642,1507,1,0,3079.00 ,2642.00 ,1507.00 ,3079,2642,1507,0,0,0
XXXX是嗲精,1,17,18,641,1,0,17.00 ,18.00 ,641.00 ,17,18,641,0,0,0
德卡先生的信箱,1,4124,4825,3311,1,0,4124.00 ,4825.00 ,3311.00 ,4124,4825,3311,0,0,0
娱圈追星姐,1,193,354,837,0,1,193.00 ,354.00 ,837.00 ,0,0,0,193,354,837
李俊辰Chen,1,1332,2398,4087,1,0,1332.00 ,2398.00 ,4087.00 ,1332,2398,4087,0,0,0
辰科技测评,1,629,261,275,1,0,629.00 ,261.00 ,275.00 ,629,261,275,0,0,0
大石家庄,1,9,333,360,0,0,9.00 ,333.00 ,360.00 ,0,0,0,0,0,0
闫跃龙,1,60,33,65,1,0,60.00 ,33.00 ,65.00 ,60,33,65,0,0,0
纽约姐,1,11,20,119,0,0,11.00 ,20.00 ,119.00 ,0,0,0,0,0,0
齐鲁晚报,1,84,218,695,1,0,84.00 ,218.00 ,695.00 ,84,218,695,0,0,0
GOT7_百度林在范吧,1,251,50,275,1,0,251.00 ,50.00 ,275.00 ,251,50,275,0,0,0
黑白宝宝甲,1,23,52,318,1,0,23.00 ,52.00 ,318.00 ,23,52,318,0,0,0
树熊与尤加利叶,1,29,281,273,0,1,29.00 ,281.00 ,273.00 ,0,0,0,29,281,273
撒旦2太子,1,5,260,258,1,0,5.00 ,260.00 ,258.00 ,5,260,258,0,0,0
斌叔儿童编程,1,50,135,563,1,0,50.00 ,135.00 ,563.00 ,50,135,563,0,0,0
鬼畜怪,1,45,47,65,1,0,45.00 ,47.00 ,65.00 ,45,47,65,0,0,0
无忧精英网,1,7209,6057,3033,1,0,7209.00 ,6057.00 ,3033.00 ,7209,6057,3033,0,0,0
极游组,1,402,84,191,0,1,402.00 ,84.00 ,191.00 ,0,0,0,402,84,191
全球经典音乐,1,120,8,168,1,0,120.00 ,8.00 ,168.00 ,120,8,168,0,0,0
穷游旅行家,1,859,473,1399,1,0,859.00 ,473.00 ,1399.00 ,859,473,1399,0,0,0
美丽大数据,1,27,361,782,0,0,27.00 ,361.00 ,782.00 ,0,0,0,0,0,0
BOOZ音乐,1,188,222,283,1,0,188.00 ,222.00 ,283.00 ,188,222,283,0,0,0
刘耘博士,1,220,48,115,0,1,220.00 ,48.00 ,115.00 ,0,0,0,220,48,115
金融界网站,1,61,15,169,1,0,61.00 ,15.00 ,169.00 ,61,15,169,0,0,0
综艺老阿姨,1,13,26,178,1,0,13.00 ,26.00 ,178.00 ,13,26,178,0,0,0
PingWest品玩,1,53,221,242,0,1,53.00 ,221.00 ,242.00 ,0,0,0,53,221,242
凯毅不酷,1,5,148,1147,0,1,5.00 ,148.00 ,1147.00 ,0,0,0,5,148,1147
郭斯特,1,65,274,829,1,0,65.00 ,274.00 ,829.00 ,65,274,829,0,0,0
曼谷雨季雨停吧,1,163,182,1737,1,0,163.00 ,182.00 ,1737.00 ,163,182,1737,0,0,0
淘宝吃货,1,17,41,125,1,0,17.00 ,41.00 ,125.00 ,17,41,125,0,0,0
TESTV-編導,1,9,87,226,1,0,9.00 ,87.00 ,226.00 ,9,87,226,0,0,0
花魁今天不接单,1,131,90,389,0,0,131.00 ,90.00 ,389.00 ,0,0,0,0,0,0
TVB官方微博,1,22,60,133,0,1,22.00 ,60.00 ,133.00 ,0,0,0,22,60,133
热心市民李朋友,1,69,431,78,1,0,69.00 ,431.00 ,78.00 ,69,431,78,0,0,0
睡牛mua,1,63,493,38,1,0,63.00 ,493.00 ,38.00 ,63,493,38,0,0,0
思明博警,1,15,16,54,0,1,15.00 ,16.00 ,54.00 ,0,0,0,15,16,54
伦敦姚洋,1,32,3,23,1,0,32.00 ,3.00 ,23.00 ,32,3,23,0,0,0
段段以及南墙,1,9,182,88,0,0,9.00 ,182.00 ,88.00 ,0,0,0,0,0,0
长颈鹿和刺猬,1,196,488,5260,1,0,196.00 ,488.00 ,5260.00 ,196,488,5260,0,0,0
Smile_hu,1,87,136,1119,0,1,87.00 ,136.00 ,1119.00 ,0,0,0,87,136,1119
石言呓语,1,22,59,64,0,1,22.00 ,59.00 ,64.00 ,0,0,0,22,59,64
看舰江南,1,106,66,123,1,0,106.00 ,66.00 ,123.00 ,106,66,123,0,0,0
军人粉丝团,1,90,34,119,1,0,90.00 ,34.00 ,119.00 ,90,34,119,0,0,0
周柒_,1,59,86,237,1,0,59.00 ,86.00 ,237.00 ,59,86,237,0,0,0
呵呵帝HED,1,33,88,177,0,1,33.00 ,88.00 ,177.00 ,0,0,0,33,88,177
杭州交通918,1,15,13,45,1,0,15.00 ,13.00 ,45.00 ,15,13,45,0,0,0
东方财富网,1,32,54,104,1,0,32.00 ,54.00 ,104.00 ,32,54,104,0,0,0
圈内狙击手,1,398,1888,3399,1,0,398.00 ,1888.00 ,3399.00 ,398,1888,3399,0,0,0
文娱大事件,1,648,1534,4073,0,1,648.00 ,1534.00 ,4073.00 ,0,0,0,648,1534,4073
在路上-小词,1,343,294,1773,1,0,343.00 ,294.00 ,1773.00 ,343,294,1773,0,0,0
星报君Hot,1,245,274,529,0,1,245.00 ,274.00 ,529.00 ,0,0,0,245,274,529
央视一套,1,21,4,87,1,0,21.00 ,4.00 ,87.00 ,21,4,87,0,0,0
刘海影,1,58,23,74,1,0,58.00 ,23.00 ,74.00 ,58,23,74,0,0,0
有钱人发言bot,1,25719,11538,8118,1,0,25719.00 ,11538.00 ,8118.00 ,25719,11538,8118,0,0,0
NathanRich火锅大王,1,120,313,729,0,1,120.00 ,313.00 ,729.00 ,0,0,0,120,313,729
中国网,1,128,25,145,1,0,128.00 ,25.00 ,145.00 ,128,25,145,0,0,0
知任CHS,1,7242,1406,897,1,0,7242.00 ,1406.00 ,897.00 ,7242,1406,897,0,0,0
网易云音乐,1,2513,1927,1172,1,0,2513.00 ,1927.00 ,1172.00 ,2513,1927,1172,0,0,0
敏子同学Minz,1,90,54,221,1,0,90.00 ,54.00 ,221.00 ,90,54,221,0,0,0
一号哨位,1,133,57,322,1,0,133.00 ,57.00 ,322.00 ,133,57,322,0,0,0
龙头百战,1,108,799,958,1,0,108.00 ,799.00 ,958.00 ,108,799,958,0,0,0
人民前线,1,57,53,196,1,0,57.00 ,53.00 ,196.00 ,57,53,196,0,0,0
梨萸,1,80,282,49,0,0,80.00 ,282.00 ,49.00 ,0,0,0,0,0,0
杭州新闻排行榜,1,3704,4323,2736,1,0,3704.00 ,4323.00 ,2736.00 ,3704,4323,2736,0,0,0
51信用卡管家,1,5111,3697,2441,1,0,5111.00 ,3697.00 ,2441.00 ,5111,3697,2441,0,0,0
网易有道,1,6351,1600,4274,1,0,6351.00 ,1600.00 ,4274.00 ,6351,1600,4274,0,0,0
小黑测评,1,49,869,1043,0,1,49.00 ,869.00 ,1043.00 ,0,0,0,49,869,1043
原图妈,1,659,1031,2557,1,0,659.00 ,1031.00 ,2557.00 ,659,1031,2557,0,0,0
小宝守护pro,1,1089,1,464,1,0,1089.00 ,1.00 ,464.00 ,1089,1,464,0,0,0
e签宝_,1,2001,1258,763,1,0,2001.00 ,1258.00 ,763.00 ,2001,1258,763,0,0,0
广告文案-,1,59,23,149,1,0,59.00 ,23.00 ,149.00 ,59,23,149,0,0,0
36氪,1,23,36,105,1,0,23.00 ,36.00 ,105.00 ,23,36,105,0,0,0
苏铁s,1,71,52,105,0,1,71.00 ,52.00 ,105.00 ,0,0,0,71,52,105
AUX奥克斯空调,1,55869,2297,3774,1,0,55869.00 ,2297.00 ,3774.00 ,55869,2297,3774,0,0,0
小影,1,5731,2203,4356,1,0,5731.00 ,2203.00 ,4356.00 ,5731,2203,4356,0,0,0
STONELULULULU,1,236,151,516,0,0,236.00 ,151.00 ,516.00 ,0,0,0,0,0,0
洪国荃,1,209,481,153,0,1,209.00 ,481.00 ,153.00 ,0,0,0,209,481,153
科技小蜀黍,1,132,764,946,1,0,132.00 ,764.00 ,946.00 ,132,764,946,0,0,0
相机Beta,1,21,93,74,1,0,21.00 ,93.00 ,74.00 ,21,93,74,0,0,0
最猎奇的视频,1,1138,984,7537,0,1,1138.00 ,984.00 ,7537.00 ,0,0,0,1138,984,7537
19楼,1,4344,2158,2722,1,0,4344.00 ,2158.00 ,2722.00 ,4344,2158,2722,0,0,0
读书日签,1,355,61,97,0,1,355.00 ,61.00 ,97.00 ,0,0,0,355,61,97
河东科技HDL,1,331,304,286,1,0,331.00 ,304.00 ,286.00 ,331,304,286,0,0,0
三根三毛,1,43,56,216,1,0,43.00 ,56.00 ,216.00 ,43,56,216,0,0,0
橙味水果糖,1,142,162,466,1,0,142.00 ,162.00 ,466.00 ,142,162,466,0,0,0
摄影日课,1,28,1,71,1,0,28.00 ,1.00 ,71.00 ,28,1,71,0,0,0
